Time,BreathingWaveform
24/08/2018 10:06:08.288,7349072
24/08/2018 10:06:08.328,7356561
24/08/2018 10:06:08.368,7351115
24/08/2018 10:06:08.408,7332315
24/08/2018 10:06:08.448,7317076
24/08/2018 10:06:08.488,7309326
24/08/2018 10:06:08.528,7303513
24/08/2018 10:06:08.568,7298067
24/08/2018 10:06:08.608,7291993
24/08/2018 10:06:08.648,7288536
24/08/2018 10:06:08.688,7287384
24/08/2018 10:06:08.728,7292883
24/08/2018 10:06:08.768,7300476
24/08/2018 10:06:08.808,7301942
24/08/2018 10:06:08.848,7301314
24/08/2018 10:06:08.888,7301628
24/08/2018 10:06:08.928,7298591
24/08/2018 10:06:08.968,7301471
24/08/2018 10:06:09.008,7306394
24/08/2018 10:06:09.048,7305346
24/08/2018 10:06:09.088,7304508
24/08/2018 10:06:09.128,7303723
24/08/2018 10:06:09.168,7306027
24/08/2018 10:06:09.208,7308645
24/08/2018 10:06:09.248,7308384
24/08/2018 10:06:09.288,7309274
24/08/2018 10:06:09.328,7308017
24/08/2018 10:06:09.368,7311211
24/08/2018 10:06:09.408,7319957
24/08/2018 10:06:09.448,7314772
24/08/2018 10:06:09.488,7308436
24/08/2018 10:06:09.528,7302309
24/08/2018 10:06:09.568,7297701
24/08/2018 10:06:09.608,7302937
24/08/2018 10:06:09.648,7303461
24/08/2018 10:06:09.688,7302623
24/08/2018 10:06:09.728,7299376
24/08/2018 10:06:09.768,7298120
24/08/2018 10:06:09.808,7309745
24/08/2018 10:06:09.848,7322523
24/08/2018 10:06:09.888,7338808
24/08/2018 10:06:09.928,7358184
24/08/2018 10:06:09.968,7379341
24/08/2018 10:06:10.008,7402016
24/08/2018 10:06:10.048,7421391
24/08/2018 10:06:10.088,7439458
24/08/2018 10:06:10.128,7453963
24/08/2018 10:06:10.168,7455168
24/08/2018 10:06:10.208,7431917
24/08/2018 10:06:10.248,7398978
24/08/2018 10:06:10.288,7385467
24/08/2018 10:06:10.328,7378555
24/08/2018 10:06:10.368,7370857
24/08/2018 10:06:10.408,7368396
24/08/2018 10:06:10.448,7368396
24/08/2018 10:06:10.488,7371276
24/08/2018 10:06:10.528,7378031
24/08/2018 10:06:10.568,7388819
24/08/2018 10:06:10.608,7399240
24/08/2018 10:06:10.648,7406938
24/08/2018 10:06:10.688,7405681
24/08/2018 10:06:10.728,7409661
24/08/2018 10:06:10.768,7400759
24/08/2018 10:06:10.808,7392851
24/08/2018 10:06:10.848,7388295
24/08/2018 10:06:10.888,7383687
24/08/2018 10:06:10.928,7368291
24/08/2018 10:06:10.968,7350172
24/08/2018 10:06:11.008,7337028
24/08/2018 10:06:11.048,7329540
24/08/2018 10:06:11.088,7323203
24/08/2018 10:06:11.128,7318333
24/08/2018 10:06:11.168,7313830
24/08/2018 10:06:11.208,7314510
24/08/2018 10:06:11.248,7302833
24/08/2018 10:06:11.288,7297124
24/08/2018 10:06:11.328,7298434
24/08/2018 10:06:11.368,7295763
24/08/2018 10:06:11.408,7293249
24/08/2018 10:06:11.448,7302309
24/08/2018 10:06:11.488,7316291
24/08/2018 10:06:11.528,7329801
24/08/2018 10:06:11.568,7345250
24/08/2018 10:06:11.608,7358132
24/08/2018 10:06:11.648,7363788
24/08/2018 10:06:11.688,7362164
24/08/2018 10:06:11.728,7353943
24/08/2018 10:06:11.768,7343469
24/08/2018 10:06:11.808,7340694
24/08/2018 10:06:11.848,7340694
24/08/2018 10:06:11.888,7340275
24/08/2018 10:06:11.928,7340118
24/08/2018 10:06:11.968,7341479
24/08/2018 10:06:12.008,7345878
24/08/2018 10:06:12.048,7350277
24/08/2018 10:06:12.088,7349858
24/08/2018 10:06:12.128,7349544
24/08/2018 10:06:12.168,7347187
24/08/2018 10:06:12.208,7346350
24/08/2018 10:06:12.248,7348392
24/08/2018 10:06:12.288,7350068
24/08/2018 10:06:12.328,7354414
24/08/2018 10:06:12.368,7356037
24/08/2018 10:06:12.408,7354938
24/08/2018 10:06:12.448,7351586
24/08/2018 10:06:12.488,7347973
24/08/2018 10:06:12.528,7345721
24/08/2018 10:06:12.568,7342841
24/08/2018 10:06:12.608,7339385
24/08/2018 10:06:12.648,7338023
24/08/2018 10:06:12.688,7336086
24/08/2018 10:06:12.728,7334776
24/08/2018 10:06:12.768,7334776
