Time,BreathingWaveform
20/08/2018 14:00:25.755,7243396
20/08/2018 14:00:25.795,7244653
20/08/2018 14:00:25.835,7246748
20/08/2018 14:00:25.875,7245491
20/08/2018 14:00:25.915,7245386
20/08/2018 14:00:25.955,7244548
20/08/2018 14:00:25.995,7242977
20/08/2018 14:00:26.035,7242192
20/08/2018 14:00:26.075,7241773
20/08/2018 14:00:26.115,7241878
20/08/2018 14:00:26.155,7241982
20/08/2018 14:00:26.195,7241878
20/08/2018 14:00:26.235,7240830
20/08/2018 14:00:26.275,7239992
20/08/2018 14:00:26.315,7239102
20/08/2018 14:00:26.355,7238474
20/08/2018 14:00:26.395,7238159
20/08/2018 14:00:26.435,7237636
20/08/2018 14:00:26.475,7237688
20/08/2018 14:00:26.515,7236327
20/08/2018 14:00:26.555,7234598
20/08/2018 14:00:26.595,7234232
20/08/2018 14:00:26.635,7234441
20/08/2018 14:00:26.675,7235227
20/08/2018 14:00:26.715,7237007
20/08/2018 14:00:26.755,7238997
20/08/2018 14:00:26.795,7240673
20/08/2018 14:00:26.835,7241092
20/08/2018 14:00:26.875,7242820
20/08/2018 14:00:26.915,7245072
20/08/2018 14:00:26.955,7246590
20/08/2018 14:00:26.995,7248947
20/08/2018 14:00:27.035,7251775
20/08/2018 14:00:27.075,7253293
20/08/2018 14:00:27.115,7255702
20/08/2018 14:00:27.155,7257483
20/08/2018 14:00:27.195,7257273
20/08/2018 14:00:27.235,7256121
20/08/2018 14:00:27.275,7254236
20/08/2018 14:00:27.315,7252717
20/08/2018 14:00:27.355,7251618
20/08/2018 14:00:27.395,7249994
20/08/2018 14:00:27.435,7250151
20/08/2018 14:00:27.475,7249104
20/08/2018 14:00:27.515,7248738
20/08/2018 14:00:27.555,7248214
20/08/2018 14:00:27.595,7248633
20/08/2018 14:00:27.635,7247586
20/08/2018 14:00:27.675,7248161
20/08/2018 14:00:27.715,7247952
20/08/2018 14:00:27.755,7247010
20/08/2018 14:00:27.795,7246748
20/08/2018 14:00:27.835,7245753
